,isin,instrument_token,exchange_token,exchange,tradingsymbol,name
3453,INE128A01029,3016193,11782,NSE,EVEREADY,EVEREADY INDS. IND. 
3454,INE705X01026,3017473,11787,NSE,GOYALALUM,GOYAL ALUMINIUMS
3455,INE667G01023,3019265,11794,NSE,SAKSOFT,SAKSOFT
3456,INE05X901010,3019777,11796,NSE,HPIL,HINDPRAKASH INDUSTRY
3457,INE835G01018,3020289,11798,NSE,ALLDIGI,ALLDIGI TECH
3458,INE450E01029,3021825,11804,NSE,SUKHJITS,SUKHJIT STARCH & CHEM
3459,INE530B01024,3023105,11809,NSE,IIFL,IIFL FINANCE
3460,INE498B01024,3024129,11813,NSE,SHOPERSTOP,SHOPPERS STOP
3461,INE584F01014,3025153,11817,NSE,MANGALAM,MANGALAM DRUG & CHEM
3462,INE191B01025,3026177,11821,NSE,WELCORP,WELSPUN CORP
3463,INE802C01033,3028225,11829,NSE,SSWL,STEEL STRIPS WHEELS
3464,INE410P01011,3031041,11840,NSE,NH,NARAYANA HRUDAYALAYA
3465,INE713B01026,3034113,11852,NSE,SURYALAXMI,SURYALAKSHMI COT MIL
3466,INE640C01011,3035137,11856,NSE,SHAHALLOYS,SHAH ALLOYS
3467,INE789E01012,3036161,11860,NSE,JKPAPER,JK PAPER
3468,INE032B01021,3037185,11864,NSE,PRIMESECU,PRIME SECURITIES
3469,INE111B01023,3038209,11868,NSE,63MOONS,63 MOONS TECHNOLOGIES
3470,INE101D01020,3039233,11872,NSE,GRANULES,GRANULES INDIA
3471,INE824G01012,3041281,11880,NSE,JSWHL,JSW HOLDINGS
3472,INE993A01026,3042305,11884,NSE,MANINDS,MAN INDUSTRIES (I)
3473,INE701A01023,3044353,11892,NSE,VHL,VARDHMAN HOLDINGS
3474,INE0KL801015,3045121,11895,NSE,DCXINDIA,DCX SYSTEMS
3475,INE007B01023,3045377,11896,NSE,GEOJITFSL,GEOJIT FINANCIAL SER L
3476,INE955D01029,3047681,11905,NSE,GENUSPOWER,GENUS POWER INFRASTRU
3477,INE409B01013,3048705,11909,NSE,SWELECTES,SWELECT ENERGY SYS
3478,INE528G01035,3050241,11915,NSE,YESBANK,YES BANK
3479,INE752G01015,3051265,11919,NSE,MSPL,MSP STEEL & POWER
3480,INE139R01012,3054593,11932,NSE,FUSION,FUSION FINANCE
3481,INE978G01016,3055361,11935,NSE,SPLIL,SPL INDUSTRIES
3482,INE474Q01031,3060737,11956,NSE,MEDANTA,GLOBAL HEALTH
3483,INE617A01013,3062017,11961,NSE,SEMAC,SEMAC CONSTRUCTION
3484,INE00E101023,3063297,11966,NSE,BIKAJI,BIKAJI FOODS INTERN
3485,INE025B01025,3064577,11971,NSE,GOLDIAM,GOLDIAM INTERNATIONAL
3486,INE050H01012,3065601,11975,NSE,RML,RANE (MADRAS)
3487,INE501G01024,3066625,11979,NSE,HTMEDIA,HT MEDIA
3488,INE231F01020,3067649,11983,NSE,SASKEN,SASKEN TECHNOLOGIES
3489,INE483B01026,3068673,11987,NSE,ICIL,INDO COUNT INDUSTRIES
3490,INE312C01025,3069953,11992,NSE,SYNCOMF,SYNCOM FORMU (I)
3491,INE512B01022,3071745,11999,NSE,FCSSOFT,FCS SOFTWARE SOLN.
3492,INE963C01033,3072001,12000,NSE,FAZE3Q,FAZE THREE
3493,INE547E01014,3074305,12009,NSE,IMPAL,IND MOTOR PART & ACC
3494,INE065D01027,3075841,12015,NSE,AEROENTER,AEROFLEX ENTERPRISES
3495,INE040H01021,3076609,12018,NSE,SUZLON,SUZLON ENERGY
3496,INE132H01018,3077633,12022,NSE,AURIONPRO,AURIONPRO SOLN
3497,INE128X01021,3078145,12024,NSE,ACI,ARCHEAN CHEMICAL IND
3498,INE087H01022,3078657,12026,NSE,RENUKA,SHREE RENUKA SUGARS
3499,INE128S01021,3080193,12032,NSE,FIVESTAR,FIVE-STAR BUS FIN
3500,INE186H01022,3080705,12034,NSE,BASML,BANNARI AM SPIN MILL
3501,INE501Y01019,3090433,12072,NSE,SCPL,SHEETAL COOL PRODUCTS
3502,INE918Z01012,3095553,12092,NSE,KAYNES,KAYNES TECHNOLOGY IND
3503,INE966A01022,3103745,12124,NSE,DOLATALGO,DOLAT ALGOTECH
3504,INE01EE01011,3111169,12153,NSE,BBTCL,B&B TRIPLEWALL CONT
3505,INE254N01026,3116289,12173,NSE,HNDFDS,HINDUSTAN FOODS
3506,INE510W01014,3120129,12188,NSE,INOXGREEN,INOX GREEN ENERGY SER
3507,INE263M01029,3128065,12219,NSE,RUSTOMJEE,KEYSTONE REALTORS
3508,INE518E01015,3170305,12384,NSE,ZIMLAB,ZIM LABORATORIES
3509,INE00M201021,3197185,12489,NSE,SWSOLAR,STRLNG & WIL REN ENE
3510,INE01KI01027,3197441,12490,NSE,VINNY,VINNY OVERSEAS
3511,INE484I01029,3226369,12603,NSE,PRECAM,PRECISION CAMSHAFTS
3512,INE06IR01021,3234561,12635,NSE,OSIAHYPER,OSIA HYPER RETAIL
3513,INE900L01010,3247617,12686,NSE,MBAPL,MADHYA BHARAT AGRO P.
3514,INE985S01024,3255297,12716,NSE,TEAMLEASE,TEAMLEASE SERVICES
3515,INE0B1K01014,3263745,12749,NSE,DJML,DJ MEDIAPRINT & LOG
3516,INE506W01012,3288833,12847,NSE,KRISHANA,KRISHANA PHOSCHEM
3517,INE324X01026,3305729,12913,NSE,SARVESHWAR,SARVESHWAR FOODS
3518,INE00OQ01016,3328257,13001,NSE,DHARMAJ,DHARMAJ CROP GUARD
3519,INE429E01023,3336961,13035,NSE,SAFARI,SAFARI IND (INDIA)
3520,INE244O01017,3342593,13057,NSE,UNIPARTS,UNIPARTS INDIA
3521,INE466L01038,3343617,13061,NSE,360ONE,360 ONE WAM
3522,INE489L01022,3346433,13072,NSE,IIFLCAPS,IIFL CAPITAL SERVICES
3523,INE256C01024,3348737,13081,NSE,TRIVENI,TRIVENI ENGG. & INDS.
3524,INE212H01026,3350017,13086,NSE,AIAENG,AIA ENGINEERING
3525,INE184H01027,3351297,13091,NSE,EKC,EVEREST KANTO CYLINDERLTD
3526,INE579C01029,3353857,13101,NSE,VIMTALABS,VIMTA LABS
3527,INE289A01011,3355137,13106,NSE,NAHARINDUS,NAHAR INDS ENT
3528,INE569C01020,3356417,13111,NSE,ORIENTCER,ORIENT CERATECH
3529,INE306L01010,3357697,13116,NSE,QUICKHEAL,QUICK HEAL TECH
3530,INE202H01019,3358977,13121,NSE,KERNEX,KERNEX MICROSYS(I)
3531,INE461B01014,3360257,13126,NSE,REPRO,REPRO INDIA
3532,INE191H01014,3365633,13147,NSE,PVRINOX,PVR INOX
3533,INE185H01016,3369473,13162,NSE,CELEBRITY,CELEBRITY FASHIONS
3534,INE229H01012,3372801,13175,NSE,NITINSPIN,NITIN SPINNERS
3535,INE283H01019,3374593,13182,NSE,ROHLTD,ROYAL ORCHID HOTELS
3536,INE265F01028,3377153,13192,NSE,ENIL,ENTERTAIN NET. IND.
3537,INE246F01010,3378433,13197,NSE,GSPL,GUJARAT STATE PETRO
3538,INE199G01027,3382017,13211,NSE,JAGRAN,JAGRAN PRAKASHAN
3539,INE142Q01026,3383809,13218,NSE,SULA,SULA VINEYARDS
3540,INE226H01026,3388417,13236,NSE,SADBHAV,SADBHAV ENGINEERING
3541,INE190H01024,3392257,13251,NSE,SAKUMA,SAKUMA EXPORTS
3542,INE389H01022,3394561,13260,NSE,KEC,KEC INTL.
3543,INE823G01014,3397121,13270,NSE,JKCEMENT,JK CEMENT
3544,INE332H01014,3398401,13275,NSE,INDOTECH,INDO TECH TRANSFORM
3545,INE559R01029,3398657,13276,NSE,LANDMARK,LANDMARK CARS
3546,INE774D01024,3400961,13285,NSE,M&MFIN,M&M FIN. SERVICES
3547,INE00ZE01026,3401729,13288,NSE,AFSL,ABANS FINANCIAL SRVCS
3548,INE350H01032,3402241,13290,NSE,BLKASHYAP,B.L.KASHYAP & SON
3549,INE858F01012,3404801,13300,NSE,NITCO,NITCO
3550,INE348B01021,3406081,13305,NSE,CENTURYPLY,CENTURY PLYBOARDS (I)
3551,INE878B01027,3407361,13310,NSE,KEI,KEI INDUSTRIES
3552,INE343H01029,3412993,13332,NSE,SOLARINDS,SOLAR INDUSTRIES (I)
3553,INE297H01019,3414273,13337,NSE,GALLANTT,GALLANTT ISPAT
3554,INE051B01021,3415553,13342,NSE,VAKRANGEE,VAKRANGEE
3555,INE383H01017,3418113,13352,NSE,MALUPAPER,MALU PAPER MILLS
3556,INE138Y01010,3419905,13359,NSE,KFINTECH,KFIN TECHNOLOGIES
3557,INE353H01010,3421953,13367,NSE,SGL,STL GLOBAL
3558,INE786F01031,3424257,13376,NSE,UTTAMSUGAR,UTTAM SUGAR MILLS
3559,INE401H01017,3425537,13381,NSE,KKCL,KEWAL KIRAN CLOTHING
3560,INE354C01027,3430401,13400,NSE,BHAGERIA,BHAGERIA INDUSTRIES
3561,INE424H01027,3431425,13404,NSE,SUNTV,SUN TV NETWORK
3562,INE177H01039,3432705,13409,NSE,GPIL,GODAWARI POW & ISP
3563,INE411H01032,3433985,13414,NSE,RSYSTEMS,R SYS INTERNATIONAL
3564,INE050401020,3436289,13423,NSE,ELIN,ELIN ELECTRONICS
3565,INE164B01030,3438081,13430,NSE,KELLTONTEC,KELLTON TECH SOL
3566,INE397H01017,3439617,13436,NSE,LOKESHMACH,LOKESH MACHINES
3567,INE083D01012,3440897,13441,NSE,BALPHARMA,BAL PHARMA
3568,INE703B01027,3443457,13451,NSE,RATNAMANI,RATNAMANI MET & TUB
3569,INE390H01020,3444993,13457,NSE,KAMDHENU,KAMDHENU
3570,INE156C01018,3446529,13463,NSE,PIONEEREMB,PIONEER EMBROIDERIES
3571,INE786A01032,3453697,13491,NSE,JKLAKSHMI,JK LAKSHMI CEMENT
3572,INE367G01038,3454977,13496,NSE,PFOCUS,PRIME FOCUS
3573,INE418H01029,3456257,13501,NSE,ALLCARGO,ALLCARGO LOGISTICS
3574,INE737W01013,3458561,13510,NSE,AKASH,AKASH INFRA-PROJECTS
3575,INE672B01032,3458817,13511,NSE,MUNJALAU,MUNJAL AUTO IND.
3576,INE548C01032,3460353,13517,NSE,EMAMILTD,EMAMI
3577,INE553C01016,3461633,13522,NSE,NECCLTD,NORTH EAST CARRY CORP
3578,INE776C01039,3463169,13528,NSE,GMRAIRPORT,GMR AIRPORTS
3579,INE632C01026,3465217,13536,NSE,VIDHIING,VIDHI SPCLTY F INGRDNTS L
3580,INE669C01036,3465729,13538,NSE,TECHM,TECH MAHINDRA
3581,INE323B01024,3470593,13557,NSE,AVONMORE,AVONMORE CAP&MGT SERV
3582,INE536A01023,3471361,13560,NSE,GRINDWELL,GRINDWELL NORTON
3583,INE278B01020,3472641,13565,NSE,RAMANEWS,SHREE RAMA NEWSPRINT
3584,INE867A01022,3474433,13572,NSE,MANUGRAPH,MANUGRAPH INDIA
3585,INE540H01012,3475713,13577,NSE,VOLTAMP,VOLTAMP TRANSFORMERS
3586,INE855R01021,3476481,13580,NSE,RADIANTCMS,RADIANT CASH MGMT SER
3587,INE731H01025,3478273,13587,NSE,ACE,ACTION CONST EQUIP
3588,INE596H01014,3479553,13592,NSE,HGM,HANDSON GBL MNGMNT
3589,INE818A01017,3481089,13598,NSE,ANTELOPUS,ANTELOPUS SELAN ENRGY
3590,INE335Y01020,3484417,13611,NSE,IRCTC,INDIAN RAIL TOUR CORP
3591,INE242C01024,3486721,13620,NSE,ANANTRAJ,ANANT RAJ
3592,INE01IU01018,3489537,13631,NSE,SKYGOLD,SKY GOLD AND DIAMONDS
3593,INE780C01023,3491073,13637,NSE,JMFINANCIL,JM FINANCIAL
3594,INE205B01031,3492609,13643,NSE,ELECON,ELECON ENG. CO.
3595,INE187D01029,3493889,13648,NSE,TALBROAUTO,TALBROS AUTO. COMP.
3596,INE062D01024,3495937,13656,NSE,ALICON,ALICON CASTALLOY
3597,INE916G01016,3496449,13658,NSE,GEECEE,GEECEE VENTURES
3598,INE378D01032,3499777,13671,NSE,MADHUCON,MADHUCON PROJECTS
3599,INE0JM501013,3500801,13675,NSE,NRL,NUPUR RECYCLERS
3600,INE035801013,3504385,13689,NSE,AERONEU,AEROFLEX NEU
3601,INE669A01022,3505409,13693,NSE,INFOMEDIA,INFOMEDIA PRESS
3602,INE430N01022,3507713,13702,NSE,VISHWARAJ,VISHWARAJ SUGAR IND
3603,INE737H01014,3509761,13710,NSE,FIEMIND,FIEM INDUSTRIES
3604,INE544H01014,3512321,13720,NSE,JHS,JHS SVEND. LAB.
3605,INE503A01015,3513601,13725,NSE,DCBBANK,DCB BANK
3606,INE020G01017,3514881,13730,NSE,INSPIRISYS,INSPIRISYS SOLUTIONS
3607,INE792H01019,3516161,13735,NSE,GLOBALVECT,GLOBAL VEC HELICORP
3608,INE635A01023,3517441,13740,NSE,SHYAMTEL,SHYAM TELECOM
3609,INE221H01019,3518721,13745,NSE,GTLINFRA,GTL INFRA.LTD
3610,INE09N301011,3520001,13750,NSE,FLUOROCHEM,GUJARAT FLUOROCHEM
3611,INE663F01032,3520257,13751,NSE,NAUKRI,INFO EDGE (I)
3612,INE637H01024,3521537,13756,NSE,SHIVAMAUTO,SHIVAM AUTO.LTD
3613,INE464A01036,3522817,13761,NSE,BBL,BHARAT BIJLEE
3614,INE273D01019,3525377,13771,NSE,VGL,VARVEE GLOBAL
3615,INE017A01032,3526657,13776,NSE,GESHIP,THE GE SHPG.LTD
3616,INE813H01021,3529217,13786,NSE,TORNTPOWER,TORRENT POWER
3617,INE561H01026,3530497,13791,NSE,PARSVNATH,PARSVNATH DEVELOPER
3618,INE020D01022,3531265,13794,NSE,BAIDFIN,BAID FINSERV
3619,INE201A01024,3531777,13796,NSE,MANALIPETC,MANALI PETROCHEMICALS LT
3620,INE645H01027,3533057,13801,NSE,SUTLEJTEX,SUTLEJ TEXT & INDUS
3621,INE08ZM01014,3535361,13810,NSE,GREENPANEL,GREENPANEL INDUSTRIES
3622,INE0BTI01037,3536385,13814,NSE,KAMOPAINTS,KAMDHENU VENTURES
3623,INE818H01020,3536897,13816,NSE,LTFOODS,LT FOODS
3624,INE803H01014,3538177,13821,NSE,RUCHIRA,RUCHIRA PAPERS
3625,INE671H01015,3539457,13826,NSE,SOBHA,SOBHA
3626,INE668D01028,3542785,13839,NSE,DONEAR,DONEAR IND.
3627,INE227C01017,3544065,13844,NSE,MMFL,MM FORGINGS
3628,INE0LRU01027,3550209,13868,NSE,AARTIPHARM,AARTI PHARMALABS
3629,INE529I01021,3550721,13870,NSE,KUANTUM,KUANTUM PAPERS
3630,INE742C01031,3552001,13875,NSE,JINDRILL,JINDAL DRILLING IND.
3631,INE213C01025,3553281,13880,NSE,BANCOINDIA,BANCO PRODUCTS (I)
3632,INE835D01023,3555841,13890,NSE,HIRECT,HIND RECTIFIER
3633,INE559D01011,3558401,13900,NSE,CREST,CREST VENTURES
3634,INE083C01022,3563521,13920,NSE,PLASTIBLEN,PLASTIBLENDS INDIA
3635,INE870D01012,3564801,13925,NSE,NFL,NATIONAL FERT.
3636,INE074B01023,3571457,13951,NSE,PARACABLES,PARAMOUNT COMM
3637,INE292B01021,3575297,13966,NSE,HBLENGINE,HBL ENGINEERING
3638,INE483C01032,3577857,13976,NSE,TANLA,TANLA PLATFORMS
3639,INE039O01029,3579393,13982,NSE,JASH,JASH ENGINEERING
3640,INE966H01019,3584769,14003,NSE,ZEEMEDIA,ZEE MEDIA CORPORATION
3641,INE488D01021,3586049,14008,NSE,AVTNPL,AVT NATURAL PRODUCTS
3642,INE872H01027,3587585,14014,NSE,LUMAXTECH,LUMAX AUTO TECH
3643,INE484C01030,3588865,14019,NSE,VEEDOL,VEEDOL CORPORATION
3644,INE453D01025,3595009,14043,NSE,SARLAPOLY,SARLA PERF. FIBERS
3645,INE989A01032,3598849,14058,NSE,SANGHVIMOV,SANGHVI MOVERS
3646,INE107F01022,3600129,14063,NSE,WANBURY,WANBURY
3647,INE855F01042,3600385,14064,NSE,ASMS,BARTRONICS INDIA
3648,INE229C01021,3601409,14068,NSE,SAGCEM,SAGAR CEMENTS
3649,INE204A01010,3606017,14086,NSE,IGPL,I G PETROCHEMICALS
3650,INE076B01028,3608577,14096,NSE,SIYSIL,SIYARAM SILK MILLS
3651,INE034D01049,3609857,14101,NSE,PTL,PTL ENTERPRISES
3652,INE718H01014,3611137,14106,NSE,AUTOIND,AUTOLINE INDUSTRIES
3653,INE870H01013,3612417,14111,NSE,NETWORK18,NETWORK18 MEDIA & INV
3654,INE524B01027,3613697,14116,NSE,GANDHITUBE,GANDHI SPL. TUBES
3655,INE450D01021,3618305,14134,NSE,PITTIENG,PITTI ENGINEERING
3656,INE05ST01028,3619585,14139,NSE,SBGLP,SURATWWALA BUS GROUP
3657,INE0EEJ01023,3622401,14150,NSE,BTML,BODHI TREE MULTIMEDIA
3658,INE405E01023,3623425,14154,NSE,UNOMINDA,UNO MINDA
3659,INE848A01014,3628545,14174,NSE,IZMO,IZMO
3660,INE0NNS01018,3630081,14180,NSE,NSLNISP,NMDC STEEL
3661,INE395U01014,3633665,14194,NSE,NINSYS,NINTEC SYSTEMS
3662,INE325A01013,3634689,14198,NSE,TIMKEN,TIMKEN INDIA
3663,INE703H01016,3635969,14203,NSE,HUBTOWN,HUBTOWN
3664,INE627H01017,3639809,14218,NSE,CTE,CAMBRIDGE TECH ENTER
3665,INE545H01011,3641089,14223,NSE,TIIL,TECHNOCRAFT IND
3666,INE421C01016,3646721,14245,NSE,TVSSRICHAK,TVS SRICHAKRA
3667,INE891D01026,3649281,14255,NSE,REDINGTON,REDINGTON
3668,INE940H01022,3650561,14260,NSE,PGIL,PEARL GLOBAL IND
3669,INE607D01018,3655169,14278,NSE,ORIENTBELL,ORIENT BELL
3670,INE807F01027,3659777,14296,NSE,SEQUENT,SEQUENT SCIENTIFIC
3671,INE134E01011,3660545,14299,NSE,PFC,POWER FIN CORP
3672,INE684F01012,3661825,14304,NSE,FSL,FIRSTSOURCE SOLU.
3673,INE00IK01029,3662081,14305,NSE,OSWALSEEDS,SHREEOSWAL S AND CHE
3674,INE562A01011,3663105,14309,NSE,INDIANB,INDIAN BANK
3675,INE592B01024,3664385,14314,NSE,TTL,T T
3676,INE804H01012,3665665,14319,NSE,TFL,TRANSWARRANTY FIN.
3677,INE812G01025,3668225,14329,NSE,SMSPHARMA,SMS PHARMACEUTICALS
3678,INE019C01026,3669505,14334,NSE,HSCL,HIMADRI SPECIALITY CHEM L
3679,INE460C01014,3670785,14339,NSE,GANESHHOU,GANESH HOUSING
3680,INE998H01012,3672577,14346,NSE,ORIENTALTL,ORIENTAL TRIMEX
3681,INE126J01016,3676417,14361,NSE,APOLLOPIPE,APOLLO PIPES
3682,INE669E01016,3677697,14366,NSE,IDEA,VODAFONE IDEA
3683,INE063E01053,3682561,14385,NSE,POCL,PONDY OXIDES & CHEM
3684,INE005I01014,3685889,14398,NSE,AMDIND,AMD INDUSTRIES
3685,INE952H01027,3687169,14403,NSE,RAJTV,RAJ TV NETWORK
3686,INE761H01022,3689729,14413,NSE,PAGEIND,PAGE INDUSTRIES
3687,INE006I01046,3691009,14418,NSE,ASTRAL,ASTRAL
3688,INE059D01020,3692289,14423,NSE,LAOPALA,LA OPALA RG
3689,INE573A01042,3695361,14435,NSE,JKTYRE,JK TYRE & INDUSTRIES
3690,INE290A01027,3696641,14440,NSE,NAHARSPING,NAHAR SPINNING MILLS
3691,INE308A01027,3697921,14445,NSE,NAHARPOLY,NAHAR POLY FILMS
3692,INE069I01010,3699201,14450,NSE,EMBDL,EMBASSY DEVELOPMENTS
3693,INE500X01013,3701505,14459,NSE,LEXUS,LEXUS GRANITO (INDIA)
3694,INE753U01022,3706625,14479,NSE,DIVGIITTS,DIVGI TORQTRANSFER SYST L
3695,INE314T01033,3706881,14480,NSE,GOKULAGRO,GOKUL AGRO RESOURCES
3696,INE083B01024,3708161,14485,NSE,THEMISMED,THEMIS MEDICARE
3697,INE732C01016,3709441,14490,NSE,NCLIND,NCL INDUSTRIES
3698,INE050E01027,3712257,14501,NSE,BALAMINES,BALAJI AMINES
3699,INE629D01020,3714817,14511,NSE,BANSWRAS,BANSWARA SYNTEX
3700,INE725G01011,3717889,14523,NSE,ICRA,ICRA
3701,INE836F01026,3721473,14537,NSE,DISHTV,DISH TV INDIA
3702,INE353A01023,3724033,14547,NSE,NDLVENTURE,NDL VENTURES
3703,INE211B01039,3725313,14552,NSE,PHOENIXLTD,THE PHOENIX MILLS
3704,INE210C01013,3726593,14557,NSE,AROGRANITE,ARO GRANITE IND.
3705,INE318D01020,3727873,14562,NSE,ZENITHSTL,ZENITH STEEL PIP IND
3706,INE917H01012,3732993,14582,NSE,SRHHYPOLTD,SREE RAYALSEEMA HHP
3707,INE061F01013,3735553,14592,NSE,FORTIS,FORTIS HEALTHCARE
3708,INE137C01018,3736833,14597,NSE,ALPHAGEO,ALPHAGEO (INDIA)
3709,INE855C01023,3738113,14602,NSE,WEBELSOLAR,WEBSOL ENERGY SYSTEM
3710,INE797H01018,3739393,14607,NSE,TGBHOTELS,TGB BANQUETS&HOTELS
3711,INE995D01025,3742209,14618,NSE,CHEMBOND,CHEMBOND MATERIALTECH
3712,INE788H01017,3744513,14627,NSE,HILTON,HILTON METAL FORGING
3713,INE070I01018,3752193,14657,NSE,INSECTICID,INSECTICIDES (I)
3714,INE157H01023,3754753,14667,NSE,KMSUGAR,K M SUGAR MILLS
3715,INE048G01026,3756033,14672,NSE,NAVINFLUOR,NAVIN FLUORINE INT.
3716,INE826C01016,3757313,14677,NSE,GUJAPOLLO,GUJ. APOLLO IND.
3717,INE426D01013,3759873,14687,NSE,GOACARBON,GOA CARBON
3718,INE123B01028,3763713,14702,NSE,NAGREEKEXP,NAGREEKA EXPORTS
3719,INE508G01029,3764993,14707,NSE,TIMETECHNO,TIME TECHNOPLAST
3720,INE170I01016,3766273,14712,NSE,HGS,HINDUJA GLOBAL SOLS.
3721,INE271C01023,3771393,14732,NSE,DLF,DLF
3722,INE199C01026,3774721,14745,NSE,ADVANIHOTR,ADVANI HOT.& RES.(I)
3723,INE189I01024,3778817,14761,NSE,NELCAST,NELCAST
3724,INE945H01013,3780097,14766,NSE,V2RETAIL,V2 RETAIL
3725,INE924H01018,3781377,14771,NSE,TARMAT,TARMAT
3726,INE232I01014,3785729,14788,NSE,SPARC,SUN PHARMA ADV.RES.CO.LTD
3727,INE102I01027,3792129,14813,NSE,ADSL,ALLIED DIGITAL SERV.
3728,INE100D01014,3795969,14828,NSE,WSI,W.S.INDUSTRIES (I)
3729,INE583C01021,3798529,14838,NSE,DECCANCE,DECCAN CEMENTS
3730,INE450G01024,3799809,14843,NSE,VIPCLOTHNG,VIP CLOTHING
3731,INE385I01010,3801089,14848,NSE,ALPA,ALPA LABORATORIES
3732,INE800H01010,3802369,14853,NSE,OMAXE,OMAXE
3733,INE0N0Y01013,3806977,14871,NSE,USK,UDAYSHIVAKUMAR INFRA
3734,INE022I01019,3811585,14889,NSE,ASIANTILES,ASIAN GRANITO IND.
3735,INE642Z01026,3811841,14890,NSE,AKI,AKI INDIA
3736,INE483A01010,3812865,14894,NSE,CENTRALBK,CENTRAL BANK OF INDIA
3737,INE280H01015,3814401,14900,NSE,SAHYADRI,SAHYADRI INDUSTRIES
3738,INE291D01011,3816449,14908,NSE,KDDL,KDDL
3739,INE930H01031,3817473,14912,NSE,KPRMILL,KPR MILL
3740,INE323I01011,3820033,14922,NSE,PURVA,PURAVANKARA
3741,INE740X01023,3820545,14924,NSE,LAL,LORENZINI APPARELS
3742,INE536H01010,3823873,14937,NSE,CIEINDIA,CIE AUTOMOTIVE INDIA
3743,INE338I01027,3826433,14947,NSE,MOTILALOFS,MOTILAL OSWAL FIN
3744,INE227G01018,3827713,14952,NSE,INDOWIND,INDOWIND ENERGY
3745,INE387I01016,3828993,14957,NSE,MAGNUM,MAGNUM VENTURES
3746,INE679A01013,3831297,14966,NSE,CSBBANK,CSB BANK
3747,INE455I01029,3832833,14972,NSE,KSCL,KAVERI SEED CO.
3748,INE752E01010,3834113,14977,NSE,POWERGRID,POWER GRID CORP.
3749,INE320B01020,3835393,14982,NSE,CENTUM,CENTUM ELECTRONICS
3750,INE215I01027,3844353,15017,NSE,MAANALU,MAAN ALUMINIUM
3751,INE193E01025,3848705,15034,NSE,BAJAJELEC,BAJAJ ELECT.LTD
3752,INE739E01017,3849985,15039,NSE,CERA,CERA SANITARYWARE
3753,INE124G01033,3851265,15044,NSE,DELTACORP,DELTA CORP
3754,INE0LCL01028,3854849,15058,NSE,AVALON,AVALON TECHNOLOGIES
3755,INE0N7W01012,3857153,15067,NSE,BLAL,BEML LAND ASSETS
3756,INE621H01010,3857409,15068,NSE,RELIGARE,RELIGARE ENTER.
3757,INE139I01011,3858689,15073,NSE,BVCL,BARAK VALLEY CEM.
3758,INE742F01042,3861249,15083,NSE,ADANIPORTS,ADANI PORT & SEZ
3759,INE532F01054,3870465,15119,NSE,EDELWEISS,EDELWEISS FIN SERV
3760,INE00CE01017,3870977,15121,NSE,SVLL,SHREE VASU LOGISTICS
3761,INE094I01018,3871745,15124,NSE,KOLTEPATIL,KOLTE PATIL DEV.
3762,INE722H01024,3873025,15129,NSE,RGL,RENAISSANCE GLOBAL
3763,INE234I01028,3874817,15136,NSE,KAUSHALYA,KAUSHALYA INFRA DEV
3764,INE259A01022,3876097,15141,NSE,COLPAL,COLGATE PALMOLIVE
3765,INE668F01031,3877377,15146,NSE,JYOTHYLAB,JYOTHY LABS
3766,INE925C01016,3878657,15151,NSE,MADHAV,MADHAV MARBLE & GRANITE
3767,INE314G01014,3879937,15156,NSE,KALYANIFRG,KALYANI FORGE
3768,INE508K01013,3880193,15157,NSE,RHL,ROBUST HOTELS
3769,INE120D01012,3881217,15161,NSE,HITECHCORP,HITECH CORPORATION
3770,INE763I01026,3884545,15174,NSE,TARIL,TRANS & RECTI.
3771,INE738I01010,3885825,15179,NSE,ECLERX,ECLERX SERVICES
3772,INE811A01020,3886081,15180,NSE,KIRLPNU,KIRLOSKAR PNEUMATIC COM L
3773,INE791I01019,3887105,15184,NSE,BRIGADE,BRIGADE ENTER.
3774,INE015D01022,3890945,15199,NSE,MANAKSIA,MANAKSIA
3775,INE298I01015,3892225,15204,NSE,ARIES,ARIES AGRO
3776,INE095I01015,3893505,15209,NSE,PPAP,PPAP AUTOMOTIVE
3777,INE477B01010,3894785,15214,NSE,DVL,DHUNSERI VENTURES
3778,INE529D01014,3896065,15219,NSE,PATINTLOG,PATEL INT. LOG.
3779,INE551W01018,3898369,15228,NSE,UJJIVANSFB,UJJIVAN SMALL FINANC BANK
3780,INE540G01014,3899905,15234,NSE,AMBIKCO,AMBIKA COTTON MILL
3781,INE865C01022,3901185,15239,NSE,BIRLAMONEY,ADITYA BIRLA MONEY
3782,INE482A01020,3905025,15254,NSE,CEATLTD,CEAT
3783,INE614G01033,3906305,15259,NSE,RPOWER,RELIANCE POWER
3784,INE576I01022,3908097,15266,NSE,JKIL,JKUMAR INFR.LTD.
3785,INE792I01017,3909377,15271,NSE,CORDSCABLE,CORDS CABLE INDUS
3786,INE809I01019,3911169,15278,NSE,ONMOBILE,ONMOBILE GLOBAL
3787,INE634I01029,3912449,15283,NSE,KNRCON,KNR CONSTRU
3788,INE688E01024,3913729,15288,NSE,HERCULES,HERCULES INVESTMENTS
3789,INE863I01016,3917569,15303,NSE,BANG,BANG OVERSEAS
3790,INE964H01014,3918849,15308,NSE,SEPC,SEPC
3791,INE821I01022,3920129,15313,NSE,IRB,IRB INFRA DEV
3792,INE584A01023,3924993,15332,NSE,NMDC,NMDC
3793,INE855B01025,3926273,15337,NSE,RAIN,RAIN INDUSTRIES
